,Name,Team,Nation_Ranking,League_Ranking,Age,MP,Goals,Shots,G/Sh,CompPass,CompPass%,ShoPass,LongPass,LongPass%,Assists,Pas3rd,SCA,GCA,TklWon,TklInt,Blocks,Clearence,Carries,CPA,Recov,AerWon%,Market_Value
1554,Pablo Mar n,Real Sociedad,5,4,19,7,0,1.94,0.0,31.4,76.4,20.3,1.67,66.7,0.0,2.22,2.78,0.0,1.39,3.06,0.28,0.56,31.9,0.56,4.72,44.4,1.0
1557,Marlon,Monza,5,2,27,17,0,0.25,0.0,54.4,92.1,22.0,3.39,76.9,0.0,4.66,0.34,0.0,1.02,2.97,0.59,2.88,38.3,0.0,3.98,68.4,1.0
1558,Omar Marmoush,Wolfsburg,1,3,24,19,3,2.95,0.12,18.3,63.4,10.8,1.59,53.8,0.0,2.27,2.61,0.34,0.8,1.7,1.02,0.23,30.2,1.48,5.8,52.7,1.0
1560,Marquinhos,Paris S-G,5,1,28,22,2,0.59,0.17,68.8,95.5,27.2,4.98,84.9,0.0,2.91,0.54,0.05,0.59,1.72,1.18,2.61,65.0,0.05,5.67,56.4,1.0
1562,Eric Martel,K ln,5,3,20,16,0,1.05,0.0,31.5,78.6,13.7,1.93,52.4,0.0,1.84,1.23,0.0,1.75,4.21,1.14,2.11,25.5,0.0,7.02,55.8,1.0
1563,Roger Mart ,Elche,5,4,32,12,0,0.82,0.0,16.2,73.8,9.86,0.96,53.8,0.14,0.96,1.78,0.14,0.27,0.82,0.55,0.96,18.5,0.82,3.7,33.3,1.0
1565,Anthony Martial,Manchester Utd,5,5,27,9,3,2.16,0.18,21.0,80.5,13.7,0.39,33.3,0.39,1.76,1.76,0.78,0.0,0.2,0.59,0.39,21.0,0.78,0.98,62.5,1.0
1566,Aar n Mart n,Mainz 05,5,3,25,17,3,0.82,0.23,38.7,75.8,20.0,3.48,41.4,0.13,3.8,2.91,0.19,1.39,2.78,0.89,1.33,28.5,0.06,4.43,12.5,1.0
1569,Iv n Mart n,Girona,5,4,23,9,2,1.29,0.25,29.0,81.1,16.6,0.65,44.4,0.0,1.13,2.1,0.32,0.32,0.65,0.81,0.65,28.5,0.48,3.71,50.0,1.0
1570,Jonas Martin,Lille,5,1,32,9,0,0.48,0.0,77.6,87.2,40.0,10.5,81.5,0.0,8.1,1.43,0.0,2.86,5.71,0.95,1.43,79.5,0.0,7.62,70.0,1.0
1571,Martinelli,Arsenal,5,5,21,21,7,2.71,0.13,26.8,72.9,14.0,2.4,48.4,0.1,1.25,4.32,0.57,0.52,1.25,0.83,0.52,33.3,2.4,3.49,20.0,1.0
1572,Arnau Martinez,Girona,5,4,19,17,2,1.0,0.13,42.1,80.6,26.1,2.6,50.6,0.07,2.47,2.53,0.13,1.27,3.07,1.4,1.4,30.9,0.33,5.73,58.6,1.0
1574,I igo Mart nez,Athletic Club,5,4,31,9,0,0.78,0.0,47.9,85.0,15.8,7.56,70.1,0.0,4.22,1.0,0.11,0.33,2.44,1.0,3.44,38.1,0.0,6.33,66.7,1.0
1575,Lautaro Mart nez,Inter,5,2,25,21,12,3.92,0.15,16.6,72.4,8.44,1.24,76.7,0.16,1.24,3.12,0.48,0.32,1.18,1.08,0.65,19.9,0.75,3.06,46.2,1.0
1576,Lisandro Mart nez,Manchester Utd,5,5,25,20,1,0.23,0.25,56.4,86.7,22.3,4.02,48.3,0.0,3.85,0.86,0.0,0.98,3.51,2.01,4.6,44.5,0.0,6.61,55.3,1.0
1577,Lucas Mart nez Quarta,Fiorentina,5,2,26,15,1,1.22,0.06,55.1,82.8,15.8,9.47,65.6,0.08,4.96,0.99,0.15,1.98,5.8,1.91,3.44,47.6,0.08,7.86,71.9,1.0
1579,Gelson Martins,Monaco,5,1,27,10,0,3.24,0.0,32.2,78.3,19.5,0.81,37.5,0.0,2.16,4.05,0.27,2.16,4.86,1.08,0.54,44.6,1.35,6.76,22.2,1.0
1581,Omar Mascarell,Elche,5,4,30,18,0,0.29,0.0,36.2,83.6,15.6,4.24,65.8,0.0,4.01,1.28,0.0,0.81,2.79,1.57,1.74,28.0,0.0,5.58,66.7,1.0
1587,Jaime Mata,Getafe,5,4,34,6,0,2.0,0.0,22.0,73.3,12.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,4.0,100.0,1.0
1589,Eliot Matazo,Monaco,4,1,20,11,0,0.17,0.0,29.8,82.9,12.3,3.33,76.9,0.0,2.83,0.5,0.0,0.33,1.67,1.17,1.17,29.8,0.0,4.5,23.1,1.0
1590,Jean-Philippe Mateta,Crystal Palace,5,5,25,18,1,3.16,0.06,13.0,70.5,8.6,0.53,100.0,0.0,0.7,1.05,0.18,0.18,1.05,0.53,2.11,16.1,0.18,2.81,39.2,1.0
1592,Jo l Matip,Liverpool,2,5,31,9,0,0.0,0.0,57.3,84.6,21.1,4.79,61.8,0.0,4.08,1.27,0.0,0.7,2.96,0.56,4.23,47.0,0.14,6.76,36.4,1.0
1593,Henning Matriciani,Schalke 04,5,3,22,10,0,0.1,0.0,34.4,77.0,11.1,3.09,48.4,0.0,1.24,0.31,0.0,1.13,3.4,0.93,2.78,26.4,0.0,5.36,53.1,1.0
1594,Chrislain Matsima,Lorient,5,1,20,6,0,0.4,0.0,43.2,85.0,13.6,3.2,50.0,0.0,1.2,0.0,0.0,0.0,0.8,1.2,2.8,45.6,0.0,3.6,33.3,1.0
1595,Azor Matusiwa,Reims,5,1,24,16,0,0.34,0.0,44.4,84.3,15.9,7.23,79.9,0.0,4.86,2.09,0.14,2.03,4.86,1.28,2.09,46.1,0.0,8.85,48.6,1.0
1596,Neal Maupay,Everton,5,5,26,14,1,2.03,0.06,14.6,74.7,10.3,0.38,60.0,0.0,0.76,1.14,0.0,0.38,1.01,0.51,0.0,16.7,0.38,2.53,30.3,1.0
1598,Stephy Mavididi,Montpellier,5,1,24,12,2,2.05,0.11,15.0,74.2,8.18,1.02,75.0,0.11,0.45,1.82,0.23,1.25,1.93,1.48,0.91,25.1,0.8,4.2,26.7,1.0
1599,Konstantinos Mavropanos,Stuttgart,2,3,25,17,2,1.84,0.07,47.3,82.2,13.7,9.49,71.1,0.06,3.42,1.39,0.13,1.27,4.68,1.9,3.86,35.4,0.13,7.09,66.2,1.0
1602,Eric Maxim Choupo-Moting,Bayern Munich,2,3,33,14,7,2.47,0.3,17.4,75.3,11.0,0.54,62.5,0.22,1.94,3.55,0.54,0.75,0.86,0.65,0.32,20.8,0.22,2.26,51.6,1.0
1605,Borja Mayoral,Getafe,5,4,25,20,4,1.56,0.14,19.8,74.0,12.2,1.56,75.7,0.0,1.28,2.0,0.0,0.17,0.5,0.61,0.28,22.4,0.89,3.11,30.0,1.0
1606,Noussair Mazraoui,Bayern Munich,4,3,25,11,0,0.65,0.0,61.8,86.5,37.6,1.61,52.6,0.48,4.35,2.1,0.48,1.94,3.71,0.81,2.26,48.1,0.16,4.03,47.1,1.0
1607,Pasquale Mazzocchi,Salernitana,5,2,27,15,2,0.83,0.18,32.7,74.6,16.5,2.93,49.4,0.15,2.03,3.68,0.53,0.68,1.95,0.38,1.58,28.9,0.6,6.17,58.3,1.0
1608,Kevin Mbabu,Fulham,3,5,27,6,0,0.0,0.0,42.5,72.3,25.0,2.5,44.4,0.63,2.5,1.88,0.63,1.25,3.75,1.25,1.88,35.6,0.0,3.75,25.0,1.0
1609,Kylian Mbapp ,Paris S-G,5,1,24,19,13,4.42,0.15,33.6,79.9,20.7,1.04,53.1,0.12,2.33,4.11,0.49,0.12,0.49,0.18,0.18,49.6,3.25,1.72,54.5,1.0
1610,Mamadou Mbaye,C diz,3,4,24,7,0,0.17,0.0,23.5,72.7,8.67,3.33,57.1,0.0,1.67,0.67,0.17,0.5,1.5,0.83,5.83,17.0,0.0,3.83,56.3,1.0
1612,Bryan Mbeumo,Brentford,2,5,23,22,5,1.96,0.11,18.2,66.5,10.4,1.68,48.4,0.11,0.82,2.55,0.38,0.33,0.82,0.6,0.54,21.5,0.76,4.46,34.0,1.0
1614,Nathanael Mbuku,Reims,5,1,20,6,0,2.86,0.0,31.4,81.5,17.1,0.0,0.0,0.0,2.86,1.43,0.0,1.43,2.86,0.0,0.0,42.9,2.86,10.0,0.0,1.0
1615,John McGinn,Aston Villa,4,5,28,17,0,1.54,0.0,29.2,75.3,14.0,3.82,58.4,0.07,4.56,2.43,0.37,1.76,3.68,1.84,0.51,28.2,0.07,6.1,59.1,1.0
1616,Scott McKenna,Nott'ham Forest,4,5,26,18,0,0.12,0.0,34.0,79.4,9.69,4.01,55.6,0.0,2.1,0.56,0.06,0.43,1.42,1.23,5.0,25.8,0.0,3.95,58.5,1.0
1618,Weston McKennie,Juventus,3,2,24,15,1,0.68,0.13,28.7,80.4,15.0,2.39,73.7,0.09,1.97,1.45,0.09,0.43,2.14,1.28,1.28,19.7,0.17,3.68,42.9,1.0
1619,Dwight McNeil,Everton,5,5,23,19,2,1.19,0.15,26.5,72.3,13.8,3.21,47.9,0.18,1.56,3.67,0.37,1.83,3.49,1.65,1.19,25.9,0.46,4.86,26.7,1.0
1620,Scott McTominay,Manchester Utd,4,5,26,15,0,0.83,0.0,25.7,80.9,13.2,1.9,66.7,0.0,2.02,1.43,0.0,1.79,3.33,0.83,4.05,20.6,0.12,5.95,58.8,1.0
1622,Facundo Medina,Lens,5,1,23,20,1,0.42,0.13,76.3,90.1,35.9,5.82,69.6,0.11,8.57,1.48,0.16,0.69,2.01,0.74,2.22,77.0,0.05,6.72,43.9,1.0
1623,Ben Mee,Brentford,5,5,33,21,3,0.74,0.2,37.0,74.9,13.9,4.56,49.7,0.0,1.72,0.54,0.0,0.54,2.4,1.72,3.48,31.4,0.1,5.64,63.4,1.0
1625,Soualiho Me t ,Cremonese,5,2,28,15,0,0.79,0.0,30.6,81.4,15.7,2.52,57.1,0.08,2.99,1.81,0.16,1.26,2.83,0.87,1.18,26.9,0.24,6.77,62.5,1.0
1626,Farid El Melali,Angers,3,1,25,9,0,1.36,0.0,22.7,67.6,11.6,1.36,54.5,0.0,1.82,1.82,0.23,2.5,4.77,1.59,0.0,35.9,1.59,6.59,0.0,1.0
1627,Gonzalo Melero,Almer a,5,4,29,15,2,1.17,0.14,32.2,86.9,15.3,2.67,80.0,0.25,3.58,2.83,0.42,0.75,1.83,1.0,1.08,29.3,0.17,4.92,47.1,1.0
1628,Birger Meling,Rennes,2,1,28,16,0,0.0,0.0,53.1,86.5,24.6,4.07,77.4,0.0,4.41,1.02,0.34,1.02,3.56,1.02,2.03,49.7,0.17,5.59,57.1,1.0
1631,Houboulang Mendes,Almer a,5,4,24,11,0,0.13,0.0,24.5,70.8,13.9,1.69,33.3,0.13,1.43,1.17,0.13,1.04,2.21,1.04,2.34,20.8,0.13,3.64,50.0,1.0
1632,Nuno Mendes,Paris S-G,5,1,20,14,1,0.5,0.2,42.9,84.6,24.7,1.6,69.6,0.4,3.0,2.6,0.4,1.8,3.4,0.8,1.0,47.9,1.1,5.0,66.7,1.0
1633,Thiago Mendes,Lyon,5,1,30,20,0,0.61,0.0,63.3,85.2,24.0,7.21,57.5,0.06,6.73,1.27,0.06,1.09,4.55,1.03,2.42,64.6,0.06,6.12,60.5,1.0
1634,Brais M ndez,Real Sociedad,5,4,26,19,7,2.36,0.18,40.9,79.8,22.9,4.6,61.2,0.19,3.91,3.48,0.5,1.43,2.92,0.99,0.56,33.7,0.25,4.84,50.0,1.0
1636,Antoine Mendy,Nice,5,1,18,6,0,2.63,0.0,52.6,83.3,27.9,3.16,50.0,0.53,3.16,4.21,1.05,2.63,4.21,1.58,3.68,48.4,0.0,7.89,66.7,1.0
1638,Batista Mendy,Angers,5,1,23,20,0,0.33,0.0,38.4,85.6,15.6,3.28,65.6,0.0,4.94,1.17,0.0,0.94,3.0,1.17,1.0,41.7,0.11,6.22,65.5,1.0
1640,Ferland Mendy,Real Madrid,5,4,27,14,0,0.08,0.0,51.8,91.5,33.3,2.4,90.9,0.08,3.6,2.16,0.16,0.72,2.4,0.48,0.96,39.6,0.16,5.12,53.8,1.0
1641,Nampalys Mendy,Leicester City,3,5,30,11,1,0.43,0.5,44.9,86.8,23.8,2.55,70.6,0.0,1.91,0.85,0.0,0.85,2.77,1.7,0.21,33.2,0.0,6.6,16.7,1.0
1642,Gideon Mensah,Auxerre,2,1,24,13,0,0.16,0.0,48.1,79.7,24.0,4.03,51.0,0.0,4.96,1.94,0.0,1.63,4.81,1.32,1.78,46.7,0.08,9.07,50.0,1.0
1643,Chris Mepham,Bournemouth,2,5,25,18,0,0.35,0.0,33.6,82.5,11.5,3.06,50.5,0.0,1.45,0.29,0.0,0.69,2.37,1.73,5.95,25.3,0.06,3.41,61.5,1.0
1645,Mikel Merino,Real Sociedad,5,4,26,16,1,1.68,0.04,40.6,76.2,20.1,2.73,47.6,0.49,6.36,3.22,0.63,1.75,3.92,1.4,2.31,35.9,0.14,8.04,67.6,1.0
1646,Quentin Merlin,Nantes,5,1,20,16,0,0.85,0.0,48.2,75.4,19.7,6.52,51.7,0.07,3.9,2.98,0.14,0.92,2.84,1.28,1.49,47.9,0.35,5.96,55.0,1.0
1648,Roque Mesa,Valladolid,5,4,33,16,2,1.43,0.12,43.0,82.3,16.4,6.97,70.3,0.08,5.71,2.44,0.08,0.67,2.27,0.76,1.18,41.8,0.17,7.98,33.3,1.0
1650,Lionel Messi,Paris S-G,5,1,35,18,10,4.57,0.13,53.3,80.1,29.1,5.31,67.9,0.57,7.6,6.46,1.26,0.74,0.97,0.4,0.0,67.8,1.26,2.34,0.0,1.0
1651,Junior Messias,Milan,5,2,31,15,2,1.73,0.12,22.9,72.7,12.3,1.53,46.9,0.2,1.94,3.27,0.51,0.92,1.63,1.22,1.22,25.6,0.82,3.57,43.2,1.0
1652,Thomas Meunier,Dortmund,4,3,31,9,0,0.63,0.0,50.5,74.1,23.0,5.4,58.6,0.0,4.29,2.7,0.0,1.11,3.81,1.11,2.38,42.5,0.16,6.98,70.0,1.0
1654,Sven Michel,Union Berlin,5,3,32,13,3,2.07,0.33,19.0,52.9,11.0,1.38,33.3,0.0,0.69,1.72,0.0,0.69,1.72,1.03,0.69,24.8,0.34,5.52,45.5,1.0
1658,Arkadiusz Milik,Juventus,1,2,28,17,6,2.64,0.21,19.8,78.1,11.8,0.64,53.8,0.09,0.91,1.82,0.27,0.45,0.64,0.64,0.82,19.1,0.09,2.36,36.1,1.0
1662, der Milit o,Real Madrid,5,4,25,16,3,0.89,0.25,48.9,87.2,19.9,5.26,63.4,0.0,3.11,0.67,0.15,1.11,2.96,2.22,3.56,41.5,0.07,5.19,61.1,1.0
1664,Luis Milla,Getafe,5,4,28,14,0,0.31,0.0,41.3,78.0,19.8,5.81,56.8,0.0,5.66,2.4,0.0,1.55,3.8,0.62,1.09,31.2,0.08,7.67,55.0,1.0
1665,Pere Milla,Elche,5,4,30,19,6,1.57,0.14,21.8,70.7,11.7,2.01,55.1,0.07,2.84,2.24,0.22,0.97,2.24,0.97,0.75,26.1,0.22,5.52,47.2,1.0
1666,Enzo Millot,Stuttgart,5,3,20,11,0,1.54,0.0,30.3,79.2,15.9,1.03,44.4,0.0,2.56,3.59,0.26,1.79,4.87,3.33,1.03,24.9,0.77,5.13,18.2,1.0
1667,James Milner,Liverpool,5,5,37,14,0,0.98,0.0,51.0,74.0,23.0,5.9,43.9,0.16,5.74,4.43,0.33,0.66,3.28,1.8,1.48,41.3,0.66,5.74,43.8,1.0
1669,Kim Min-jae,Napoli,3,2,26,20,2,0.26,0.4,70.9,90.2,28.2,6.51,72.6,0.0,5.59,1.28,0.05,1.13,2.82,1.33,4.1,54.3,0.05,6.72,64.1,1.0
1671,Takumi Minamino,Monaco,3,1,28,12,1,1.89,0.1,20.8,65.9,9.81,1.51,33.3,0.57,1.32,3.02,0.75,0.94,2.83,2.64,0.57,31.1,1.32,5.09,62.5,1.0
1672,Tyrone Mings,Aston Villa,5,5,29,19,0,0.05,0.0,41.9,84.0,12.7,4.63,51.8,0.05,3.05,0.79,0.16,0.11,2.11,1.16,4.21,35.7,0.05,5.21,63.8,1.0
1673, scar Mingueza,Celta Vigo,5,4,23,16,0,0.28,0.0,50.3,79.8,25.5,3.74,44.9,0.0,4.58,1.5,0.0,1.4,3.36,0.84,2.15,41.8,0.19,6.45,40.0,1.0
1674,Rafa Mir,Sevilla,5,4,25,14,3,3.76,0.09,12.2,70.7,7.53,0.35,50.0,0.0,0.59,1.29,0.0,0.12,0.94,0.12,0.94,12.5,0.71,2.94,41.9,1.0
1675,Aleksei Miranchuk,Torino,3,2,27,16,4,1.86,0.17,28.9,80.9,15.0,2.48,52.5,0.16,2.56,3.64,0.39,0.16,0.47,0.47,0.23,28.7,0.39,3.8,26.3,1.0
1677,Fabio Miretti,Juventus,5,2,19,18,0,1.85,0.0,28.4,70.7,15.3,1.96,40.0,0.11,2.72,3.7,0.54,0.76,2.07,1.52,0.87,31.0,0.43,6.41,25.0,1.0
1678,Tyrick Mitchell,Crystal Palace,5,5,23,20,0,0.19,0.0,35.3,71.0,17.8,1.98,33.3,0.12,3.33,1.05,0.12,1.23,3.21,1.36,2.53,26.7,0.19,6.3,50.0,1.0
1679,Kaoru Mitoma,Brighton,3,5,25,16,5,1.84,0.26,34.8,80.1,23.0,1.07,57.9,0.1,1.55,3.69,0.58,1.46,2.52,1.17,0.78,37.3,2.62,4.85,63.6,1.0
1682,Maximilian Mittelst dt,Hertha BSC,5,3,25,10,0,0.68,0.0,37.1,67.8,22.0,2.2,27.1,0.0,3.05,2.71,0.0,2.37,6.61,1.69,3.22,27.1,0.51,9.15,33.3,1.0
1684,Anthony Modeste,Dortmund,5,3,34,14,2,2.53,0.1,7.71,57.7,4.22,0.12,33.3,0.12,0.48,1.33,0.12,0.48,0.72,0.6,2.17,10.0,0.24,1.81,44.3,1.0
1687,Terem Moffi,Lorient,3,1,23,18,12,2.14,0.33,10.0,74.0,5.78,0.19,60.0,0.0,0.91,1.69,0.26,0.32,0.71,0.71,0.65,17.4,0.71,2.27,21.7,1.0
1688,Mostafa Mohamed,Nantes,1,1,25,22,5,2.54,0.15,9.4,58.6,5.22,0.6,57.1,0.15,0.67,1.79,0.3,0.45,1.04,1.04,2.01,15.9,0.37,2.31,48.0,1.0
1689,Tobias Mohr,Schalke 04,5,3,27,12,0,1.15,0.0,34.0,60.9,12.1,6.54,41.1,0.26,2.69,2.69,0.38,0.51,1.92,1.67,2.44,27.2,0.13,5.9,37.5,1.0
1690,Johan Mojica,Villarreal,4,4,30,9,0,0.2,0.0,44.7,82.0,19.4,4.51,63.9,0.0,2.55,2.16,0.0,1.76,2.75,0.78,1.18,38.4,0.59,7.25,66.7,1.0
1693,Nahuel Molina,Atl tico Madrid,5,4,24,16,0,0.59,0.0,43.3,72.4,24.6,3.07,43.1,0.07,2.75,3.27,0.26,1.37,2.55,1.11,2.03,34.3,0.2,4.84,44.1,1.0
1696,Florent Mollet,Schalke 04,5,3,31,9,1,2.39,0.09,24.6,74.3,12.8,1.09,33.3,0.0,2.61,3.04,0.0,0.22,1.09,1.52,0.22,23.9,0.0,5.43,8.3,1.0
1697,Jon Moncayola,Osasuna,5,4,24,20,0,1.76,0.0,40.2,82.5,16.6,5.74,65.0,0.0,5.81,2.21,0.22,1.1,2.13,0.81,1.1,31.0,0.0,6.32,50.0,1.0
1698,Monchu,Valladolid,5,4,23,17,1,1.26,0.07,37.2,77.6,16.2,5.86,56.0,0.09,3.6,2.61,0.09,1.44,3.6,1.53,1.17,28.3,0.27,4.86,36.8,1.0
1700,Daniele Montevago,Sampdoria,5,2,19,6,0,2.69,0.0,8.85,57.5,5.38,0.0,0.0,0.0,0.38,2.69,0.0,0.0,0.38,0.77,0.38,16.2,0.38,1.92,37.8,1.0
1701,Gonzalo Montiel,Sevilla,5,4,26,13,0,0.45,0.0,43.3,77.9,22.9,2.13,43.2,0.11,4.16,2.36,0.34,0.56,2.58,1.24,1.46,34.5,0.34,5.17,50.0,1.0
1704,Kieffer Moore,Bournemouth,2,5,30,20,4,1.37,0.24,15.0,58.7,8.31,0.81,55.6,0.0,1.29,1.29,0.16,0.89,1.13,0.81,1.61,18.1,0.16,1.94,51.9,1.0
1706, lvaro Morata,Atl tico Madrid,5,4,30,20,7,3.02,0.18,12.8,62.3,7.98,0.78,58.8,0.08,0.16,2.33,0.39,0.62,0.93,0.54,1.16,18.4,0.62,3.02,60.4,1.0
1707,Jon Morcillo,Athletic Club,5,4,24,9,0,1.43,0.0,44.3,75.6,24.3,4.29,42.9,1.43,0.0,5.71,1.43,0.0,2.86,0.0,0.0,50.0,1.43,10.0,0.0,1.0
1708,Alberto Moreno,Villarreal,5,4,30,10,0,1.04,0.0,40.9,80.4,19.9,1.79,38.7,0.0,1.34,1.94,0.0,0.3,3.28,1.34,1.94,34.0,0.3,4.18,53.8,1.0
1710, lex Moreno,Betis,5,4,29,15,0,0.87,0.0,35.0,75.5,19.9,2.07,44.9,0.2,2.53,1.33,0.27,1.47,3.07,1.13,2.6,26.7,0.8,5.2,33.3,1.0
1712,Gerard Moreno,Villarreal,5,4,30,12,5,2.75,0.14,22.4,70.4,10.6,1.96,83.3,0.2,2.16,3.04,0.29,0.49,0.98,0.49,0.88,26.2,0.88,1.86,54.5,1.0
1714,Tete Morente,Elche,5,4,26,15,0,1.35,0.0,25.1,75.1,15.5,2.13,57.6,0.0,2.13,1.91,0.0,0.67,1.8,1.24,1.12,26.1,0.67,3.6,61.5,1.0
1718,Nikola Moro,Bologna,4,2,24,9,0,1.09,0.0,39.8,75.6,14.6,6.52,68.2,0.22,5.87,2.61,0.43,0.87,2.39,1.3,1.3,32.6,0.0,7.83,54.5,1.0
1721,Dany Mota,Monza,5,2,24,15,3,1.35,0.2,19.0,67.6,11.5,0.9,58.8,0.0,0.72,2.7,0.18,0.36,0.63,0.45,1.26,24.8,1.35,2.79,40.8,1.0
1723,Youssoufa Moukoko,Dortmund,5,3,18,18,6,2.76,0.21,11.0,70.6,5.9,0.48,62.5,0.29,0.57,1.81,0.48,0.57,1.24,0.57,0.1,15.5,0.38,2.67,62.5,1.0
1725,Mason Mount,Chelsea,5,5,24,21,3,1.81,0.1,32.5,75.2,19.2,2.51,53.1,0.12,3.1,3.16,0.41,0.94,2.11,1.23,0.53,29.0,0.64,4.74,40.0,1.0
1726,Lucas Moura,Tottenham,5,5,30,8,0,0.91,0.0,34.5,70.4,23.6,0.0,0.0,0.0,1.82,4.55,0.0,4.55,8.18,0.0,0.91,36.4,0.91,5.45,66.7,1.0
1728,Jo o Moutinho,Wolves,5,5,36,20,0,0.77,0.0,43.7,81.8,15.5,4.77,67.3,0.13,5.68,3.23,0.19,1.42,3.55,1.23,0.84,30.7,0.0,5.35,26.1,1.0
1733,Nordi Mukiele,Paris S-G,5,1,25,17,0,0.89,0.0,48.8,87.5,26.7,1.7,65.5,0.27,1.43,1.34,0.36,1.79,3.48,1.79,1.16,48.1,0.27,5.27,67.9,1.0
1736,Thomas M ller,Bayern Munich,5,3,33,13,4,2.44,0.18,35.6,77.5,18.8,1.22,44.0,0.44,1.67,5.0,0.78,0.56,1.11,0.89,0.67,30.7,0.89,3.89,75.0,1.0
1739,Iker Muniain,Athletic Club,5,4,30,18,0,1.63,0.0,48.3,81.8,26.3,3.98,55.7,0.16,5.12,5.61,0.81,0.65,1.14,0.33,0.16,44.2,0.57,3.66,14.3,1.0
1740,Aihen Mu oz,Real Sociedad,5,4,25,11,0,0.36,0.0,41.1,81.4,18.9,2.5,50.0,0.0,1.31,1.9,0.12,1.07,2.62,1.55,1.67,31.4,0.0,3.57,57.1,1.0
1742,Luis Muriel,Atalanta,4,2,31,13,1,1.72,0.0,23.9,63.8,12.3,2.66,40.5,0.31,1.88,4.53,0.63,0.47,0.78,0.78,0.31,30.0,2.81,3.28,30.0,1.0
1743,Jeison Murillo,Sampdoria,4,2,30,11,0,0.13,0.0,39.3,81.5,11.8,5.66,58.9,0.0,3.42,0.66,0.0,1.18,2.76,1.71,3.16,27.5,0.0,5.79,61.0,1.0
1745,Jacob Murphy,Newcastle Utd,5,5,27,22,1,1.94,0.08,18.9,62.2,11.1,0.48,21.4,0.16,0.48,2.9,0.32,0.65,1.77,1.29,0.32,26.1,2.1,4.03,28.6,1.0
1746,Nicola Murru,Sampdoria,5,2,28,9,0,0.48,0.0,26.4,73.5,10.7,2.86,42.9,0.0,2.86,0.71,0.0,2.38,4.52,2.38,3.1,20.7,0.0,3.81,55.6,1.0
1747,Yunus Musah,Valencia,3,4,20,18,0,0.97,0.0,29.7,81.1,13.9,2.52,75.0,0.13,3.03,2.39,0.13,1.55,2.77,0.84,0.77,30.5,0.39,4.26,39.4,1.0
1748,Jamal Musiala,Bayern Munich,5,3,19,19,10,2.65,0.25,33.6,82.4,20.3,1.06,57.1,0.46,2.38,4.7,0.99,0.99,2.32,1.06,0.2,40.3,1.32,5.56,52.9,1.0
1753,Vitaliy Mykolenko,Everton,2,5,23,21,0,0.35,0.0,34.8,76.1,18.7,2.27,44.6,0.0,3.18,1.57,0.1,0.86,3.03,1.67,3.08,24.1,0.15,4.9,35.9,1.0
1754,Joakim M hle,Atalanta,4,2,25,19,2,1.11,0.15,49.4,80.7,31.4,1.97,52.3,0.09,3.25,3.85,0.26,0.94,2.48,1.03,0.77,41.2,0.51,6.07,33.3,1.0
1755,Obite N'Dicka,Eint Frankfurt,5,3,23,19,0,0.37,0.0,47.7,85.4,20.7,3.17,53.6,0.0,1.27,0.16,0.0,0.58,1.96,1.69,5.71,39.3,0.0,6.56,62.3,1.0
1757,Nathan N'Goumou,M'Gladbach,5,3,22,10,0,0.59,0.0,22.1,74.3,14.7,1.18,57.1,0.0,0.0,0.59,0.0,0.88,2.06,1.18,0.88,17.9,1.47,2.06,71.4,1.0
1758,Stanley N'Soki,Hoffenheim,5,3,23,14,1,0.5,0.17,46.2,82.0,18.7,5.04,57.0,0.0,4.55,1.16,0.08,0.91,3.31,1.4,2.4,42.6,0.0,7.85,60.0,1.0
1759,Nacho,Real Madrid,5,4,33,11,0,0.54,0.0,60.9,93.2,33.6,2.86,76.2,0.0,4.11,1.79,0.0,0.71,2.14,0.54,2.32,43.6,0.0,5.36,54.5,1.0
1760,Nikolas Nartey,Stuttgart,4,3,22,6,0,0.98,0.0,40.2,80.5,21.0,2.68,47.8,0.0,3.66,1.71,0.0,0.98,2.44,1.95,2.68,30.7,0.24,6.83,60.0,1.0
1763,Roberto Navarro,Real Sociedad,5,4,20,14,0,3.43,0.0,24.9,71.9,15.7,1.71,60.0,0.0,2.29,4.86,0.0,0.86,1.71,1.71,0.57,33.1,2.57,6.0,55.6,1.0
1764,Jes s Navas,Sevilla,5,4,37,17,0,0.42,0.0,53.2,77.4,25.0,5.46,58.6,0.0,3.11,3.11,0.42,0.59,1.43,0.67,1.68,45.9,0.34,5.71,33.3,1.0
1766,Michel Ndary Adopo,Torino,5,2,22,7,0,0.74,0.0,41.5,86.2,22.6,1.85,83.3,0.0,2.22,1.11,0.0,0.74,2.59,0.74,1.48,29.3,0.0,6.67,61.5,1.0
1768,Papa Ndiaga Yade,Troyes,3,1,23,8,0,1.94,0.0,36.1,72.2,22.5,3.33,42.9,0.28,1.11,4.44,0.56,1.11,3.33,2.5,1.39,43.6,0.83,6.11,44.4,1.0
1769,Wilfred Ndidi,Leicester City,3,5,26,15,0,0.5,0.0,50.7,87.0,26.5,2.5,53.2,0.0,4.0,0.7,0.1,2.1,4.6,1.7,2.1,37.1,0.0,8.2,39.1,1.0
1770,Tanguy Ndombele,Napoli,5,2,26,19,0,2.13,0.0,59.3,89.6,38.0,1.97,60.0,0.0,4.75,2.62,0.0,0.49,2.13,0.49,0.82,53.0,0.49,5.08,66.7,1.0
